forecast_date,target,target_end_date,type,quantile,value,location,count_rate1per100k,count_rate2per100k
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.6,404.3557410429537,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.65,442.2557142410525,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.7,485.92816400291974,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,547.8494829226688,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,646.8148386673386,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,808.4168478448333,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,1051.125313112278,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,1538.2422790139055,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,2410.544685915683,26,101,201
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,3277.512628672751,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,9.114302584107449,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,26.645502478912057,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,46.5883991587639,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,97.07549458576085,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,133.61016169732704,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,165.43422466870572,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,190.52153900286012,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,226.02683576005592,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,249.9728610003864,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,278.70918134473686,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,310.84843635733546,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,346.2068237023729,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,387.1216585042972,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,431.8255160500483,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,495.91041887580275,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,576.8349410796975,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,668.4124628716542,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,811.2388019332977,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,1005.9425001746278,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,1319.342096119282,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,2049.0115530687485,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,3611.2893957279066,26,101,201
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,6297.971227744538,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,9.396217355935201,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,17.471795920264523,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,31.466840558889857,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,57.73655641711111,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,83.8882671041055,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,109.7883689963945,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,135.40485543824914,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,158.52762103702253,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,183.81636748966022,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,211.25876771052327,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,242.41813095079766,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,279.3962614675289,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,318.8342944442853,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,355.06265067122627,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,403.5826948469686,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,473.8738334767402,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,592.9302262021179,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,696.806113943695,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,865.8356454582361,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,1202.8126666078701,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,1985.839641435898,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,3349.232917454177,26,101,201
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,5818.953594157362,26,101,201
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,38.66042199636688,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,102.19269496758265,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,143.36358487479802,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,191.19707561994034,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,251.18377687683105,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,286.63875967644566,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,300.87463849696917,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,305.50277961229216,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,309.88494091619793,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,314.6965361963617,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,316.7783619103037,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,319.970326534901,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,344.06798612991935,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,365.3965048894545,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,407.9642227393071,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,431.74126565168433,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,489.35868183320343,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,558.985562186,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,635.3495038117646,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,688.8280970098378,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,885.2880180868839,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,1353.7304247786649,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,3688.270711415693,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,29.941962332550816,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,42.60877628399964,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,88.49685694694065,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,134.06860662438737,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,157.12338135262766,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,192.35198222416057,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,216.3881236636107,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,231.30625105941385,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,242.33396789588514,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,256.99565309767075,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.45,277.7360961487517,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.5,301.33417440767766,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.55,323.1714537662207,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.6,358.13077275795206,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.65,391.39762303481314,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.7,438.2083558252597,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,486.0573513787542,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,551.7501966782883,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,655.428620671793,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,809.8500330432212,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,1265.922498355798,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,1997.8428227630611,27,57,114
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,3156.6008542456684,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,23.28267463652842,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,33.16793638895387,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,49.556569609199535,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,88.67384036672773,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,116.8365641674963,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,137.95089815319872,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,159.36219194109916,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,180.0230071921282,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,195.68989614706274,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,220.46500307503544,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,243.13236490261576,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,263.1221460548146,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,291.912872614042,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,325.29415459204813,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,357.1960910658142,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,402.17540799733604,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,462.0867219905184,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,548.4251221792945,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,659.1981854793864,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,809.3501911013627,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,1338.651813158128,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,2073.342179301126,27,57,114
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,3417.251250429607,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,10.813329154160229,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,22.11471802393101,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,36.71210985467283,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,62.675652687815756,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,82.84604461264672,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,106.12927066284318,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,127.15522790747316,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,154.60574473806957,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,172.15782807835276,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,189.6579053040606,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,215.1978744335068,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,240.39688781948962,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,274.2001446303217,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,313.2968268370357,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,357.54753905235697,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,395.27376227627263,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,448.943913253638,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,516.0555692777805,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,652.5841944944337,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,863.005141867747,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,1473.5801430965932,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,2371.29324510559,27,57,114
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,3810.348753897011,27,57,114
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,56.2927632699269,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,96.10101397264741,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,128.75326717119333,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,180.50167348206074,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,205.18785657248046,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,243.74754082005543,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,266.3195212128449,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,282.71680297290254,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,308.51054966038237,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,310.8852621078976,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,314.15316129322696,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,319.39270666722075,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,333.05997862725815,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,365.68173400509323,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,402.9376005209842,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,452.9055229712543,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,507.0123113583359,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,567.9599617089829,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,643.0313182043517,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,761.1260397323974,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,1015.7585298490886,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,1284.5602212314525,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,2858.350746275327,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,34.70472348518193,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,50.40334604318748,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,70.42521574031278,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,110.98815424728794,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,136.72619147306193,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,156.89714531229515,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,188.8660860293416,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,215.8693064053574,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,232.86230467786467,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,244.07188824153883,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.45,265.68824399110645,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.5,296.37111428143965,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.55,335.6979738333433,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.6,375.1229600779708,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.65,414.6683717788868,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.7,472.3246753376386,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.75,522.5049887363564,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.8,584.8442018911769,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.85,684.0994228392833,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.9,832.0581046300048,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.95,1215.6438292082098,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.975,1694.0550943652263,35,21,42
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.99,2630.0556473878937,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.01,23.476285645273478,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.025,38.23014898551702,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.05,51.912546447066,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.1,76.24651386929995,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.15,99.7286635085463,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.2,116.89158386937264,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.25,139.0579339806129,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.3,162.3046246826633,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.35,179.38069743438484,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.4,200.93454884537448,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.45,224.08180171491693,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.5,253.57205256881284,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.55,290.3646102681891,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.6,327.5619637920727,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.65,368.094726755279,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.7,415.80864395836414,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.75,479.7345428481074,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.8,595.7003185585756,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.85,689.4385348800819,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.9,875.3818404015241,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.95,1384.7956561357773,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.975,2436.4062766393467,35,21,42
2022-12-12,3 wk ahead inc flu hosp,2022-12-31,quantile,0.99,3475.4310834231082,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.01,13.635016640366457,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.025,25.170608532167932,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.05,37.16652409387246,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.1,58.51486080094434,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.15,74.6850976555806,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.2,91.29043283279998,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.25,101.87642683415518,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.3,119.49087260462697,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.35,136.3341820692319,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.4,153.2656970959789,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.45,182.09823444227533,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.5,214.82788373513768,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.55,242.42039462403824,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.6,275.89030135849754,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.65,317.6349109575207,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.7,364.48189559842785,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.75,438.6969515734426,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.8,524.1672424017871,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.85,661.6101358897455,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.9,965.64460317153,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.95,1587.8691303871592,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.975,2293.6866609824347,35,21,42
2022-12-12,4 wk ahead inc flu hosp,2023-01-07,quantile,0.99,3439.140297629383,35,21,42
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.01,107.59203598050628,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.025,207.4553013108849,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.05,451.41258832236554,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.1,593.2580019207478,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.15,714.2505099005083,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.2,868.1288135041455,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.25,898.3687628880965,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.3,920.5390473352717,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.35,946.5049687455481,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.4,980.4687532128703,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.45,1043.7507464150854,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.5,1128.0382755104115,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.55,1185.3323789340557,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.6,1237.7240997348576,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.65,1319.1131439689009,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.7,1392.8480762560764,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.75,1499.2733936328236,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.8,1655.3720491539452,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.85,1807.5887934483221,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.9,2083.588507764712,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.95,2604.4122532969777,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.975,6793.549697369395,36,198,397
2022-12-12,1 wk ahead inc flu hosp,2022-12-17,quantile,0.99,9456.55055128616,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.01,29.11447852131096,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.025,97.44102335542084,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.05,258.8684470754206,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.1,392.660375422069,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.15,468.2868070654,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.2,536.9902096406697,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.25,595.1013815864077,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.3,647.5543469464717,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.35,705.6662838652693,36,198,397
2022-12-12,2 wk ahead inc flu hosp,2022-12-24,quantile,0.4,766.8307702077493,36,198,397
