"value","quantile","type","forecast_date","target","target_end_date","location"
4,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
5,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
5.3375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
8.7125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
12.7625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
14,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
14,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
14,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
14,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
14,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4,NA,"point",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
2.8125,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
6.8625,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
9.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
9.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
9.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
1.3125,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
1.7625,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
2.6375,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
3.9875,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
4.76375,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.075,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.825,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
1.725,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
3.5625,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
5.8125,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
7,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
7,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
7,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","27"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","27"
2.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
3.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.075,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.4875,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.9125,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.0875,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.5125,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.9625,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
7,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
7,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
8.4875,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
11.6375,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
13.44875,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.2375,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.6875,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.1375,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.5875,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.9625,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.075,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.825,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.725,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.3125,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.7625,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
8.275,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
10.975,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
12.5275,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.1375,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.5875,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.0375,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.4875,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.9125,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.175,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.025,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.8875,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
7.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
7.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
8,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
8,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
9.0625,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
11.3125,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
12.60625,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
1.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.1375,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.5875,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.9625,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.0375,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.4125,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.8625,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.625,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.525,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.2125,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.6625,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6.92125,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.2375,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.6875,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.025,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.33125,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.5,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.66875,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.975,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.3125,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
5.7625,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
6,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
0.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
0.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
0.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1.1375,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1.5875,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
1.9625,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.3125,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2.7625,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
3.425,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.325,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
4.8425,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","28"
2,NA,"point",2022-01-24,"1 week ahead","2022-01-30","28"
1.07875,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.3375,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.7875,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.075,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.4875,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.9125,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.425,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.325,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.8425,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
1.07875,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.3375,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.7875,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.2375,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.6875,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.025,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.33125,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.5,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.66875,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.0625,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.5125,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.9625,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
1.07875,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.3375,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.7875,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.1375,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.5875,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.0375,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.4875,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.9125,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.0875,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.5125,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.925,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.6375,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
6.9875,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
7.76375,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.1375,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.5875,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.0375,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.4875,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.9375,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.33125,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.5,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.66875,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.975,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.425,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.325,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.8425,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
0.07875,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
